,image_path,label,valence,arousal,dominance,bbox_x1,bbox_y1,bbox_x2,bbox_y2,fullpath,img_label,crop_label
140,emodb_small/images/4le1bbiky5djx0iuln.jpg,Anticipation,0.5,0.4,0.4,1067,551,1189,699,emotic/emotic/images/emodb_small/images/4le1bbiky5djx0iuln.jpg,Happiness,Fear
141,mscoco/images/COCO_train2014_000000252801.jpg,Anticipation,0.6,0.6,0.7,175,64,471,471,emotic/emotic/images/mscoco/images/COCO_train2014_000000252801.jpg,Happiness,Happiness
142,mscoco/images/COCO_train2014_000000107072.jpg,Anticipation,0.7,0.6,0.6,166,47,293,413,emotic/emotic/images/mscoco/images/COCO_train2014_000000107072.jpg,Fear,Fear
143,framesdb/images/frame_7qztqnocqk4d67lc.jpg,Anticipation,0.9,1.0,1.0,405,19,674,702,emotic/emotic/images/framesdb/images/frame_7qztqnocqk4d67lc.jpg,Excitement,Excitement
144,framesdb/images/frame_7qztqnocqk4d67lc.jpg,Anticipation,0.5,0.8,0.6,778,12,918,424,emotic/emotic/images/framesdb/images/frame_7qztqnocqk4d67lc.jpg,Excitement,Excitement
145,framesdb/images/frame_hkvjon62ft6acgnx.jpg,Anticipation,0.5,0.6,0.6,14,51,358,370,emotic/emotic/images/framesdb/images/frame_hkvjon62ft6acgnx.jpg,Excitement,Excitement
146,mscoco/images/COCO_train2014_000000385280.jpg,Anticipation,0.7,0.7,0.7,164,124,495,504,emotic/emotic/images/mscoco/images/COCO_train2014_000000385280.jpg,Excitement,Excitement
147,framesdb/images/frame_63mtckpdjfc0y9q8.jpg,Anticipation,0.7,0.7,0.6,2612,503,3188,2095,emotic/emotic/images/framesdb/images/frame_63mtckpdjfc0y9q8.jpg,Happiness,Happiness
148,framesdb/images/frame_63mtckpdjfc0y9q8.jpg,Anticipation,,,,3129,373,3842,2408,emotic/emotic/images/framesdb/images/frame_63mtckpdjfc0y9q8.jpg,Happiness,Disconnection
149,mscoco/images/COCO_val2014_000000202476.jpg,Anticipation,0.5,0.8,0.7,286,66,507,426,emotic/emotic/images/mscoco/images/COCO_val2014_000000202476.jpg,Anticipation,Happiness
150,mscoco/images/COCO_train2014_000000269588.jpg,Anticipation,0.6,0.7,0.6,107,91,302,612,emotic/emotic/images/mscoco/images/COCO_train2014_000000269588.jpg,Disconnection,Disconnection
151,mscoco/images/COCO_train2014_000000221625.jpg,Anticipation,0.7,0.7,0.7,336,22,527,307,emotic/emotic/images/mscoco/images/COCO_train2014_000000221625.jpg,Tennis,Excitement
152,mscoco/images/COCO_val2014_000000558171.jpg,Engagement,0.7,0.8,0.8,305,92,461,465,emotic/emotic/images/mscoco/images/COCO_val2014_000000558171.jpg,Happiness,Happiness
153,mscoco/images/COCO_train2014_000000006590.jpg,Engagement,0.7,0.4,0.7,188,109,381,382,emotic/emotic/images/mscoco/images/COCO_train2014_000000006590.jpg,Happiness,Happiness
154,mscoco/images/COCO_val2014_000000122997.jpg,Engagement,0.5,0.3,0.8,246,63,458,380,emotic/emotic/images/mscoco/images/COCO_val2014_000000122997.jpg,Engagement,Engagement
155,framesdb/images/frame_k245twaqc30i5imc.jpg,Engagement,0.7,0.4,0.2,34,26,499,304,emotic/emotic/images/framesdb/images/frame_k245twaqc30i5imc.jpg,Happiness,Happiness
156,framesdb/images/frame_fjgek3oeqc8r0e3o.jpg,Engagement,0.6,0.7,0.6,497,89,625,436,emotic/emotic/images/framesdb/images/frame_fjgek3oeqc8r0e3o.jpg,Excitement,Excitement
157,framesdb/images/frame_95x221h7yj814qxc.jpg,Engagement,0.7,0.4,0.7,2035,654,2176,921,emotic/emotic/images/framesdb/images/frame_95x221h7yj814qxc.jpg,Sensitivity,Sadness
158,mscoco/images/COCO_train2014_000000094268.jpg,Engagement,0.6,0.6,0.2,371,41,468,349,emotic/emotic/images/mscoco/images/COCO_train2014_000000094268.jpg,Excitement,Pleasure
159,mscoco/images/COCO_train2014_000000094268.jpg,Engagement,0.5,0.7,0.6,78,63,279,401,emotic/emotic/images/mscoco/images/COCO_train2014_000000094268.jpg,Excitement,Excitement
160,mscoco/images/COCO_val2014_000000231589.jpg,Engagement,0.8,0.8,0.8,297,70,440,375,emotic/emotic/images/mscoco/images/COCO_val2014_000000231589.jpg,Happiness,Happiness
161,mscoco/images/COCO_train2014_000000055276.jpg,Engagement,0.7,0.6,0.7,299,58,517,469,emotic/emotic/images/mscoco/images/COCO_train2014_000000055276.jpg,Surprise,Excitement
162,mscoco/images/COCO_val2014_000000568202.jpg,Engagement,0.4,0.4,0.4,108,124,286,328,emotic/emotic/images/mscoco/images/COCO_val2014_000000568202.jpg,Happiness,Pleasure
163,framesdb/images/frame_erwzk3npaleubsqm.jpg,Engagement,0.7,0.2,0.9,415,144,449,267,emotic/emotic/images/framesdb/images/frame_erwzk3npaleubsqm.jpg,Anticipation,Sensitivity
164,framesdb/images/frame_erwzk3npaleubsqm.jpg,Engagement,0.5,0.6,0.5,187,151,218,263,emotic/emotic/images/framesdb/images/frame_erwzk3npaleubsqm.jpg,Excitement,Disconnection
165,mscoco/images/COCO_train2014_000000549216.jpg,Engagement,0.6,0.4,0.7,243,79,529,438,emotic/emotic/images/mscoco/images/COCO_train2014_000000549216.jpg,Confidence,Anticipation
166,mscoco/images/COCO_train2014_000000551481.jpg,Engagement,0.6,0.4,0.7,302,73,508,619,emotic/emotic/images/mscoco/images/COCO_train2014_000000551481.jpg,Confidence,Happiness
167,mscoco/images/COCO_train2014_000000528657.jpg,Engagement,0.4,0.6,0.9,191,84,342,293,emotic/emotic/images/mscoco/images/COCO_train2014_000000528657.jpg,Confidence,Happiness
168,framesdb/images/frame_b1v3bzyq8s4ucvy1.jpg,Engagement,0.7,0.6,0.7,4051,981,5476,3579,emotic/emotic/images/framesdb/images/frame_b1v3bzyq8s4ucvy1.jpg,Pleasure,Disquietment
169,mscoco/images/COCO_train2014_000000552054.jpg,Engagement,0.6,0.6,0.7,453,21,588,262,emotic/emotic/images/mscoco/images/COCO_train2014_000000552054.jpg,Happiness,Sadness
170,mscoco/images/COCO_train2014_000000563727.jpg,Engagement,0.7,0.6,0.7,90,67,619,421,emotic/emotic/images/mscoco/images/COCO_train2014_000000563727.jpg,Pleasure,Pleasure
171,mscoco/images/COCO_val2014_000000182785.jpg,Engagement,0.7,0.9,0.7,70,75,333,300,emotic/emotic/images/mscoco/images/COCO_val2014_000000182785.jpg,Excitement,Excitement
172,framesdb/images/frame_aztc78d4kjclxv9e.jpg,Engagement,0.5,0.6,0.6,378,207,419,255,emotic/emotic/images/framesdb/images/frame_aztc78d4kjclxv9e.jpg,Happiness,Disconnection
173,framesdb/images/frame_kpokdxsxymvz4qk3.jpg,Engagement,0.5,0.9,0.4,585,1,959,499,emotic/emotic/images/framesdb/images/frame_kpokdxsxymvz4qk3.jpg,Happiness,Sadness
174,framesdb/images/frame_08cmg83x4uc6vay4.jpg,Engagement,0.5,0.3,0.3,704,797,1254,1479,emotic/emotic/images/framesdb/images/frame_08cmg83x4uc6vay4.jpg,Pleasure,Happiness
175,framesdb/images/frame_08cmg83x4uc6vay4.jpg,Engagement,0.5,0.5,0.4,2070,1383,3000,2447,emotic/emotic/images/framesdb/images/frame_08cmg83x4uc6vay4.jpg,Excitement,Pleasure
176,framesdb/images/frame_08cmg83x4uc6vay4.jpg,Engagement,0.4,0.5,0.6,1558,1158,1812,1473,emotic/emotic/images/framesdb/images/frame_08cmg83x4uc6vay4.jpg,Pleasure,Sensitivity
177,framesdb/images/frame_3jwi6nrvfphi4lp6.jpg,Engagement,0.8,0.2,0.7,149,83,283,418,emotic/emotic/images/framesdb/images/frame_3jwi6nrvfphi4lp6.jpg,Happiness,Confidence
178,framesdb/images/frame_3jwi6nrvfphi4lp6.jpg,Engagement,0.5,0.4,0.4,536,132,655,432,emotic/emotic/images/framesdb/images/frame_3jwi6nrvfphi4lp6.jpg,Happiness,Happiness
179,framesdb/images/frame_3jwi6nrvfphi4lp6.jpg,Engagement,0.6,0.5,0.6,646,129,729,351,emotic/emotic/images/framesdb/images/frame_3jwi6nrvfphi4lp6.jpg,Pleasure,Confidence
180,mscoco/images/COCO_train2014_000000053608.jpg,Engagement,0.7,0.7,0.8,192,30,394,350,emotic/emotic/images/mscoco/images/COCO_train2014_000000053608.jpg,Anticipation,Confidence
181,framesdb/images/frame_hzo04gqf487tm689.jpg,Engagement,0.8,0.3,0.4,1,392,136,535,emotic/emotic/images/framesdb/images/frame_hzo04gqf487tm689.jpg,Happiness,Happiness
182,mscoco/images/COCO_train2014_000000014103.jpg,Engagement,0.6,0.8,0.4,458,111,591,424,emotic/emotic/images/mscoco/images/COCO_train2014_000000014103.jpg,Excitement,Excitement
183,framesdb/images/frame_bwnq9ntic9dpamg2.jpg,Engagement,0.6,0.6,0.7,41,243,100,353,emotic/emotic/images/framesdb/images/frame_bwnq9ntic9dpamg2.jpg,Happiness,Happiness
184,mscoco/images/COCO_train2014_000000261879.jpg,Engagement,0.7,0.4,0.7,34,77,407,352,emotic/emotic/images/mscoco/images/COCO_train2014_000000261879.jpg,Happiness,Happiness
185,mscoco/images/COCO_train2014_000000167028.jpg,Engagement,0.4,0.4,0.5,40,96,283,341,emotic/emotic/images/mscoco/images/COCO_train2014_000000167028.jpg,Pleasure,Pleasure
186,mscoco/images/COCO_train2014_000000167028.jpg,Engagement,0.8,0.8,0.8,283,17,511,326,emotic/emotic/images/mscoco/images/COCO_train2014_000000167028.jpg,Confidence,Surprise
187,framesdb/images/frame_gq8umfw35sg36nlq.jpg,Engagement,0.5,0.6,0.6,277,108,357,355,emotic/emotic/images/framesdb/images/frame_gq8umfw35sg36nlq.jpg,Sensitivity,Confidence
188,emodb_small/images/h705hnfsvdwf6mh2xw.jpg,Engagement,0.3,0.7,0.4,131,41,300,300,emotic/emotic/images/emodb_small/images/h705hnfsvdwf6mh2xw.jpg,Happiness,Anger
189,framesdb/images/frame_88u3mzsacaic5583.jpg,Engagement,0.6,0.6,0.6,754,2357,1700,3347,emotic/emotic/images/framesdb/images/frame_88u3mzsacaic5583.jpg,Fear,Disconnection
190,mscoco/images/COCO_train2014_000000213009.jpg,Confidence,0.7,0.9,1.0,44,143,150,288,emotic/emotic/images/mscoco/images/COCO_train2014_000000213009.jpg,Excitement,Excitement
191,mscoco/images/COCO_val2014_000000121006.jpg,Confidence,0.8,0.6,0.6,182,83,386,445,emotic/emotic/images/mscoco/images/COCO_val2014_000000121006.jpg,Happiness,Happiness
192,mscoco/images/COCO_train2014_000000423647.jpg,Confidence,0.5,0.7,0.7,323,93,601,349,emotic/emotic/images/mscoco/images/COCO_train2014_000000423647.jpg,Confidence,Excitement
193,mscoco/images/COCO_train2014_000000432683.jpg,Confidence,0.5,0.7,0.8,52,84,226,479,emotic/emotic/images/mscoco/images/COCO_train2014_000000432683.jpg,Excitement,Confidence
194,framesdb/images/frame_hzo04gqf487tm689.jpg,Confidence,0.8,0.6,0.6,137,143,364,491,emotic/emotic/images/framesdb/images/frame_hzo04gqf487tm689.jpg,Happiness,Happiness
195,mscoco/images/COCO_val2014_000000482172.jpg,Confidence,0.6,0.7,0.7,186,180,371,356,emotic/emotic/images/mscoco/images/COCO_val2014_000000482172.jpg,Excitement,Excitement
196,mscoco/images/COCO_train2014_000000498702.jpg,Confidence,0.6,0.9,0.6,197,126,451,417,emotic/emotic/images/mscoco/images/COCO_train2014_000000498702.jpg,Excitement,Excitement
197,mscoco/images/COCO_val2014_000000108758.jpg,Confidence,0.7,0.5,0.7,59,193,262,453,emotic/emotic/images/mscoco/images/COCO_val2014_000000108758.jpg,Pleasure,Sensitivity
198,mscoco/images/COCO_train2014_000000106596.jpg,Confidence,0.6,0.7,0.7,176,25,351,452,emotic/emotic/images/mscoco/images/COCO_train2014_000000106596.jpg,Excitement,Confidence
199,framesdb/images/frame_1cnsgmoppetoruv9.jpg,Confidence,0.6,0.2,0.8,108,467,231,587,emotic/emotic/images/framesdb/images/frame_1cnsgmoppetoruv9.jpg,Pleasure,Doubt/Confusion
200,mscoco/images/COCO_train2014_000000389772.jpg,Confidence,0.8,0.8,0.9,330,65,478,461,emotic/emotic/images/mscoco/images/COCO_train2014_000000389772.jpg,Happiness,Happiness
201,mscoco/images/COCO_train2014_000000394058.jpg,Confidence,0.6,0.4,0.7,332,171,439,449,emotic/emotic/images/mscoco/images/COCO_train2014_000000394058.jpg,Excitement,Excitement
202,mscoco/images/COCO_train2014_000000367519.jpg,Confidence,0.8,0.2,0.8,51,48,128,214,emotic/emotic/images/mscoco/images/COCO_train2014_000000367519.jpg,Excitement,Excitement
203,mscoco/images/COCO_train2014_000000055516.jpg,Confidence,0.7,0.9,0.8,110,158,378,431,emotic/emotic/images/mscoco/images/COCO_train2014_000000055516.jpg,Excitement,Excitement
204,mscoco/images/COCO_val2014_000000097924.jpg,Confidence,0.5,1.0,0.9,298,163,421,343,emotic/emotic/images/mscoco/images/COCO_val2014_000000097924.jpg,Anticipation,Excitement
205,mscoco/images/COCO_val2014_000000075783.jpg,Confidence,0.7,1.0,0.9,194,140,397,330,emotic/emotic/images/mscoco/images/COCO_val2014_000000075783.jpg,Excitement,Surfing
206,mscoco/images/COCO_train2014_000000552985.jpg,Confidence,0.8,0.6,0.8,169,110,529,441,emotic/emotic/images/mscoco/images/COCO_train2014_000000552985.jpg,Happiness,Pleasure
207,mscoco/images/COCO_train2014_000000480947.jpg,Confidence,0.8,0.7,0.8,6,96,133,413,emotic/emotic/images/mscoco/images/COCO_train2014_000000480947.jpg,Excitement,Excitement
208,mscoco/images/COCO_train2014_000000443005.jpg,Confidence,0.6,1.0,0.9,225,107,406,327,emotic/emotic/images/mscoco/images/COCO_train2014_000000443005.jpg,Excitement,Excitement
209,mscoco/images/COCO_train2014_000000145462.jpg,Confidence,0.8,0.4,0.6,422,52,607,293,emotic/emotic/images/mscoco/images/COCO_train2014_000000145462.jpg,Excitement,Excitement
210,mscoco/images/COCO_train2014_000000399630.jpg,Confidence,0.8,0.8,0.7,396,38,559,322,emotic/emotic/images/mscoco/images/COCO_train2014_000000399630.jpg,Anticipation,Anticipation
211,mscoco/images/COCO_train2014_000000563617.jpg,Confidence,0.6,0.4,0.7,371,21,517,339,emotic/emotic/images/mscoco/images/COCO_train2014_000000563617.jpg,Excitement,Confidence
212,mscoco/images/COCO_train2014_000000091642.jpg,Confidence,0.8,0.4,0.6,232,38,428,421,emotic/emotic/images/mscoco/images/COCO_train2014_000000091642.jpg,Happiness,Excitement
213,framesdb/images/frame_i1gbq80jq8yd2tjk.jpg,Confidence,0.9,0.8,0.7,245,212,375,344,emotic/emotic/images/framesdb/images/frame_i1gbq80jq8yd2tjk.jpg,Surfing,Happiness
214,framesdb/images/frame_kuq0kdzyl2m9b7eo.jpg,Confidence,0.7,0.3,0.8,29,252,611,739,emotic/emotic/images/framesdb/images/frame_kuq0kdzyl2m9b7eo.jpg,Pleasure,Confidence
215,mscoco/images/COCO_train2014_000000211033.jpg,Confidence,0.6,0.9,0.6,295,172,437,377,emotic/emotic/images/mscoco/images/COCO_train2014_000000211033.jpg,Excitement,Excitement
216,framesdb/images/frame_k7l5mndx4o6fuoat.jpg,Confidence,0.5,0.3,0.4,0,212,60,391,emotic/emotic/images/framesdb/images/frame_k7l5mndx4o6fuoat.jpg,Happiness,Sadness
217,mscoco/images/COCO_train2014_000000385913.jpg,Confidence,0.7,0.4,0.9,303,64,447,380,emotic/emotic/images/mscoco/images/COCO_train2014_000000385913.jpg,Happiness,Happiness
218,mscoco/images/COCO_train2014_000000071005.jpg,Confidence,0.8,0.7,0.8,63,105,314,479,emotic/emotic/images/mscoco/images/COCO_train2014_000000071005.jpg,Happiness,Happiness
219,mscoco/images/COCO_train2014_000000449889.jpg,Confidence,0.5,0.7,0.9,269,64,400,403,emotic/emotic/images/mscoco/images/COCO_train2014_000000449889.jpg,Confidence,Anger
220,mscoco/images/COCO_train2014_000000296257.jpg,Confidence,0.4,0.6,0.6,216,88,373,414,emotic/emotic/images/mscoco/images/COCO_train2014_000000296257.jpg,Excitement,Excitement
221,framesdb/images/frame_7ed6c8al4ihr3zvr.jpg,Confidence,0.5,0.4,0.9,32,99,118,316,emotic/emotic/images/framesdb/images/frame_7ed6c8al4ihr3zvr.jpg,Excitement,Fear
222,mscoco/images/COCO_train2014_000000360475.jpg,Confidence,0.6,0.9,0.9,57,36,484,421,emotic/emotic/images/mscoco/images/COCO_train2014_000000360475.jpg,Confidence,Excitement
223,mscoco/images/COCO_train2014_000000535971.jpg,Confidence,0.7,1.0,0.8,287,66,461,281,emotic/emotic/images/mscoco/images/COCO_train2014_000000535971.jpg,Excitement,Excitement
224,framesdb/images/frame_jjko64pib60qhjet.jpg,Confidence,0.5,0.3,0.2,344,398,781,1466,emotic/emotic/images/framesdb/images/frame_jjko64pib60qhjet.jpg,Volcano Victim,Volcano
225,mscoco/images/COCO_train2014_000000324882.jpg,Confidence,0.7,0.7,0.7,332,134,479,346,emotic/emotic/images/mscoco/images/COCO_train2014_000000324882.jpg,Excitement,Excitement
226,emodb_small/images/3ehhn46l9yimyuaed8.jpg,Confidence,0.6,0.4,0.4,626,55,1082,915,emotic/emotic/images/emodb_small/images/3ehhn46l9yimyuaed8.jpg,Pride,Army
227,framesdb/images/frame_iki3j35k80cw0t6v.jpg,Confidence,0.5,0.3,0.3,549,409,633,711,emotic/emotic/images/framesdb/images/frame_iki3j35k80cw0t6v.jpg,Happiness,Pleasure
228,mscoco/images/COCO_train2014_000000144608.jpg,Happiness,0.7,0.7,0.6,198,29,300,232,emotic/emotic/images/mscoco/images/COCO_train2014_000000144608.jpg,Happiness,Happiness
229,framesdb/images/frame_dkwhvgj0m40g01gs.jpg,Happiness,0.5,0.4,0.9,148,8,471,616,emotic/emotic/images/framesdb/images/frame_dkwhvgj0m40g01gs.jpg,Excitement,Excitement
230,mscoco/images/COCO_train2014_000000140322.jpg,Happiness,0.6,0.7,0.3,158,16,378,304,emotic/emotic/images/mscoco/images/COCO_train2014_000000140322.jpg,Surprise,Excitement
231,mscoco/images/COCO_train2014_000000055276.jpg,Happiness,0.7,0.4,0.2,79,77,398,471,emotic/emotic/images/mscoco/images/COCO_train2014_000000055276.jpg,Surprise,Happiness
232,mscoco/images/COCO_train2014_000000088609.jpg,Happiness,0.7,0.3,0.7,308,28,574,441,emotic/emotic/images/mscoco/images/COCO_train2014_000000088609.jpg,Happiness,Happiness
233,framesdb/images/frame_j44zhny87dief9zp.jpg,Happiness,0.5,0.3,0.4,6,99,144,486,emotic/emotic/images/framesdb/images/frame_j44zhny87dief9zp.jpg,Engagement,Pleasure
234,mscoco/images/COCO_train2014_000000524651.jpg,Happiness,0.8,0.7,0.7,144,147,239,430,emotic/emotic/images/mscoco/images/COCO_train2014_000000524651.jpg,Happiness,Happiness
235,mscoco/images/COCO_train2014_000000014103.jpg,Happiness,0.7,0.8,0.8,267,89,497,289,emotic/emotic/images/mscoco/images/COCO_train2014_000000014103.jpg,Excitement,Excitement
236,framesdb/images/frame_hdepjixs67t3l4zo.jpg,Happiness,0.8,0.6,0.6,210,87,396,311,emotic/emotic/images/framesdb/images/frame_hdepjixs67t3l4zo.jpg,Excitement,Excitement
237,mscoco/images/COCO_train2014_000000377160.jpg,Happiness,0.8,0.6,0.7,88,14,216,231,emotic/emotic/images/mscoco/images/COCO_train2014_000000377160.jpg,Excitement,Surprise
238,mscoco/images/COCO_train2014_000000147012.jpg,Happiness,0.6,0.7,0.7,336,119,534,472,emotic/emotic/images/mscoco/images/COCO_train2014_000000147012.jpg,Pleasure,Confidence
239,framesdb/images/frame_hqxrmmcc6c2zqzr4.jpg,Happiness,0.7,0.4,0.6,61,20,213,213,emotic/emotic/images/framesdb/images/frame_hqxrmmcc6c2zqzr4.jpg,Happiness,Happiness
240,framesdb/images/frame_gfeivpuiazkxf29e.jpg,Happiness,0.6,0.4,0.9,144,40,252,265,emotic/emotic/images/framesdb/images/frame_gfeivpuiazkxf29e.jpg,Confidence,Happiness
241,mscoco/images/COCO_train2014_000000006692.jpg,Happiness,0.7,0.7,0.7,167,8,446,578,emotic/emotic/images/mscoco/images/COCO_train2014_000000006692.jpg,Happiness,Happiness
242,mscoco/images/COCO_train2014_000000360548.jpg,Happiness,0.9,0.2,0.8,374,167,491,479,emotic/emotic/images/mscoco/images/COCO_train2014_000000360548.jpg,Happiness,Pleasure
243,framesdb/images/frame_2m658fp3xgkeqkug.jpg,Happiness,0.5,0.2,0.7,460,235,1599,1066,emotic/emotic/images/framesdb/images/frame_2m658fp3xgkeqkug.jpg,Yearning,Pleasure
244,framesdb/images/frame_c9ctv7ctm2dnic4v.jpg,Happiness,0.5,0.4,0.3,1067,372,1585,1153,emotic/emotic/images/framesdb/images/frame_c9ctv7ctm2dnic4v.jpg,Curiosity,Surprise
245,framesdb/images/frame_k43u0wqy98p0ihaw.jpg,Happiness,0.6,0.3,0.3,13,859,1557,2517,emotic/emotic/images/framesdb/images/frame_k43u0wqy98p0ihaw.jpg,Happiness,Pleasure
246,mscoco/images/COCO_train2014_000000248403.jpg,Happiness,0.5,0.4,0.7,77,28,333,333,emotic/emotic/images/mscoco/images/COCO_train2014_000000248403.jpg,Surprise,Sadness
247,mscoco/images/COCO_train2014_000000512854.jpg,Happiness,0.8,0.2,1.0,326,21,470,400,emotic/emotic/images/mscoco/images/COCO_train2014_000000512854.jpg,Excitement,Excitement
248,framesdb/images/frame_fq5auwuqb7gh7kn6.jpg,Happiness,0.8,0.7,0.7,115,167,261,313,emotic/emotic/images/framesdb/images/frame_fq5auwuqb7gh7kn6.jpg,Happiness,Happiness
249,framesdb/images/frame_fq5auwuqb7gh7kn6.jpg,Happiness,0.7,0.3,0.2,279,233,348,292,emotic/emotic/images/framesdb/images/frame_fq5auwuqb7gh7kn6.jpg,Happiness,Happiness
250,mscoco/images/COCO_train2014_000000439678.jpg,Happiness,0.6,0.3,0.7,87,61,217,419,emotic/emotic/images/mscoco/images/COCO_train2014_000000439678.jpg,Happiness,Happiness
251,framesdb/images/frame_gko26fo2wzz06i1r.jpg,Happiness,0.8,0.6,0.7,326,68,562,464,emotic/emotic/images/framesdb/images/frame_gko26fo2wzz06i1r.jpg,Excitement,Excitement
252,framesdb/images/frame_dmt5sh6c2mlvoqp0.jpg,Happiness,0.8,0.5,0.7,431,1,783,479,emotic/emotic/images/framesdb/images/frame_dmt5sh6c2mlvoqp0.jpg,Excitement,Excitement
253,framesdb/images/frame_hgjcg5y89ooy0gul.jpg,Happiness,0.6,0.4,0.7,844,251,1066,709,emotic/emotic/images/framesdb/images/frame_hgjcg5y89ooy0gul.jpg,Excitement,Confidence
254,framesdb/images/frame_hl32tqfwoavgpc0f.jpg,Happiness,0.6,0.3,0.2,160,25,292,258,emotic/emotic/images/framesdb/images/frame_hl32tqfwoavgpc0f.jpg,Affection,Happiness
255,framesdb/images/frame_i9i87bp5glxa4qgv.jpg,Happiness,0.6,0.3,0.4,74,42,450,528,emotic/emotic/images/framesdb/images/frame_i9i87bp5glxa4qgv.jpg,Disconnection,Happiness
256,mscoco/images/COCO_train2014_000000045659.jpg,Happiness,0.7,0.9,0.9,196,94,516,579,emotic/emotic/images/mscoco/images/COCO_train2014_000000045659.jpg,Excitement,Excitement
257,mscoco/images/COCO_train2014_000000483769.jpg,Happiness,0.8,0.6,0.9,259,46,363,250,emotic/emotic/images/mscoco/images/COCO_train2014_000000483769.jpg,Happiness,Happiness
258,mscoco/images/COCO_train2014_000000328676.jpg,Happiness,0.6,0.6,0.7,171,76,290,261,emotic/emotic/images/mscoco/images/COCO_train2014_000000328676.jpg,Happiness,Surprise
259,framesdb/images/frame_egot35ej6dqtyuvz.jpg,Happiness,0.6,0.4,0.6,221,120,283,364,emotic/emotic/images/framesdb/images/frame_egot35ej6dqtyuvz.jpg,Confidence,Confidence
260,framesdb/images/frame_egot35ej6dqtyuvz.jpg,Happiness,0.6,0.5,0.7,255,104,347,380,emotic/emotic/images/framesdb/images/frame_egot35ej6dqtyuvz.jpg,Happiness,Confidence
261,framesdb/images/frame_3s4re47ibjv2yfmm.jpg,Happiness,0.6,0.4,0.6,350,5,606,397,emotic/emotic/images/framesdb/images/frame_3s4re47ibjv2yfmm.jpg,Confidence,Happiness
262,mscoco/images/COCO_train2014_000000091642.jpg,Happiness,0.8,0.4,0.7,391,108,621,420,emotic/emotic/images/mscoco/images/COCO_train2014_000000091642.jpg,Excitement,Happiness
263,mscoco/images/COCO_val2014_000000142620.jpg,Happiness,0.6,0.4,0.7,269,5,628,419,emotic/emotic/images/mscoco/images/COCO_val2014_000000142620.jpg,Happiness,Disconnection
264,mscoco/images/COCO_train2014_000000216987.jpg,Happiness,0.8,0.7,0.6,182,158,376,407,emotic/emotic/images/mscoco/images/COCO_train2014_000000216987.jpg,Excitement,Excitement
265,mscoco/images/COCO_train2014_000000103166.jpg,Happiness,0.8,0.4,0.7,254,33,405,364,emotic/emotic/images/mscoco/images/COCO_train2014_000000103166.jpg,Excitement,Excitement
266,mscoco/images/COCO_train2014_000000369575.jpg,Pleasure,0.8,0.9,0.8,221,63,448,372,emotic/emotic/images/mscoco/images/COCO_train2014_000000369575.jpg,Happiness,Pleasure
267,mscoco/images/COCO_train2014_000000334220.jpg,Pleasure,0.6,0.7,0.7,105,80,202,322,emotic/emotic/images/mscoco/images/COCO_train2014_000000334220.jpg,Happiness,Happiness
268,mscoco/images/COCO_train2014_000000162177.jpg,Pleasure,0.7,0.5,0.6,207,156,314,436,emotic/emotic/images/mscoco/images/COCO_train2014_000000162177.jpg,Anticipation,Anticipation
269,mscoco/images/COCO_train2014_000000078550.jpg,Pleasure,0.6,0.7,0.7,413,73,564,413,emotic/emotic/images/mscoco/images/COCO_train2014_000000078550.jpg,Pleasure,Happiness
270,emodb_small/images/4xmnrhc7pxoxbv1rjw.jpg,Pleasure,0.8,0.3,0.5,1,1,497,249,emotic/emotic/images/emodb_small/images/4xmnrhc7pxoxbv1rjw.jpg,Pleasure,Pleasure
271,mscoco/images/COCO_train2014_000000053591.jpg,Pleasure,0.5,0.6,0.6,73,29,285,341,emotic/emotic/images/mscoco/images/COCO_train2014_000000053591.jpg,Pleasure,Excitement
272,mscoco/images/COCO_val2014_000000179898.jpg,Pleasure,0.7,0.6,0.7,93,20,482,479,emotic/emotic/images/mscoco/images/COCO_val2014_000000179898.jpg,Happiness,Happiness
273,mscoco/images/COCO_train2014_000000279131.jpg,Pleasure,0.6,0.7,0.6,49,104,396,421,emotic/emotic/images/mscoco/images/COCO_train2014_000000279131.jpg,Happiness,Happiness
274,mscoco/images/COCO_train2014_000000156084.jpg,Pleasure,0.8,0.4,0.6,21,79,515,599,emotic/emotic/images/mscoco/images/COCO_train2014_000000156084.jpg,Happiness,Pride
275,mscoco/images/COCO_train2014_000000136316.jpg,Pleasure,0.7,0.8,0.7,147,16,469,473,emotic/emotic/images/mscoco/images/COCO_train2014_000000136316.jpg,Happiness,Happiness
276,framesdb/images/frame_2k6cczb6hx4jdrq9.jpg,Pleasure,0.5,0.6,0.6,38,25,236,289,emotic/emotic/images/framesdb/images/frame_2k6cczb6hx4jdrq9.jpg,Sensitivity,Happiness
277,mscoco/images/COCO_train2014_000000480851.jpg,Pleasure,0.8,1.0,0.5,350,106,554,349,emotic/emotic/images/mscoco/images/COCO_train2014_000000480851.jpg,Excitement,Excitement
278,mscoco/images/COCO_train2014_000000229449.jpg,Pleasure,0.5,1.0,1.0,262,31,406,246,emotic/emotic/images/mscoco/images/COCO_train2014_000000229449.jpg,Excitement,Excitement
279,mscoco/images/COCO_val2014_000000096785.jpg,Pleasure,0.7,0.6,0.6,228,219,388,428,emotic/emotic/images/mscoco/images/COCO_val2014_000000096785.jpg,Pleasure,Sadness
